sentiment,review_body,product_category
0,I have a love hate relationship with this product. it is comfortable and cozy  yet unshapely. after the initial wear  the product begins to stretch out  and if you sit for a while your knees are demarcated in the fabric once you stand. the sherpa front is soft  but the waffle material in the back is in no way flattering. i purchased for sleeping so it does that job nicely  but i would never leave the house with this on. i am hoping that after the first wash it shrinks a bit too. i am typically a,Lounge
0,This shirt is tough for me because i loved the front  which fit nicely  but i'm petite and the back had a giant extra piece of fabric that bumped out because of the cross straps  i wish it wasn't so wide so i could have bought it!,Lounge
1,"I am petite and curvy and was apprehensive about the cropped length of this jumpsuit. however  the petite looks great and the length is perfect. it is light enough weight to keep you cool during the day but provides some coverage for cool evenings. i ordered the xs petite and it was still a little loose. i am 5'3"" and 125lbs. this will be my go to for fall! looks great styled with ankle boots or clogs and will carry me into fall with a chunky sweater!",Lounge
1,Great basic tank with a bit of a 'flair' at bottom that makes it super cute. will layer with cute bra most likely. the coral color is great  too. very pretty. i also got the white.,Lounge
1,I ordered my usual size small. i din't notice any fit problems after taking a quick look in the mirror the first day i wore them to my muscle training class. (this garment is more skin revealing than i really like  but i need to stay cool in the summer heat.) during the work-out i noticed that the leg edges of the shorts showed fat bulges; this was ugly  embarrassing  and unnecessary since i do not have overly fatty legs. later i noticed that the low-waist line of the shorts showed bulging fat a,Lounge
1,I love this cardigan! its fit  however  really depends a lot on an individual's height and build. i am about 150 lbs. i have slim arms and am larger in the chest. my typical size in retailer clothing is m. having said that  i found that in this top a s fit best. it made a difference with how the pockets and lapels lay. the pants you wear may affect the look when you snap it closed. wearing leggings or slim pants (ex. pilcro cords) gave a much more flattering look to my backside. jeans...not so muc,Lounge
1,Very unique  beautiful piece.  drapes well  accentuates curves in a classy way.  this is an eye catcher.  definitely.,Lounge
1,Beautiful warm vest. originally bought small but had to exchange for extra small. i love that it reversible and has a hood.,Lounge
1,I found this top to be very beautiful and well made. the fabric is on the lighter side  however for me that is a double plus. it is great for layering with a cami underneath and/or a heavier sweater on top. and going towards spring it extends wearing time. the lace on the sleeves is beautiful and a pretty peek a boo effect if layered under another sweater. it 's a subtle sexy top with endless possibilities. i found it runs very true to size. i purchased the aqua and after receiving it i rushed t,Lounge
1,I felt inspired to write a review as soon as i put this on. the vest fits so well  and the thick fabric feels amazing. love the pockets! like the previous reviewer  i feel like i'll be able to wear this with workout clothes or with a dressier outfit. it has an ever so slight racer back  so probably would look weird with sleeveless tops that come all the way to your shoulders  but i can already think about so many ways i want to wear it. the draping in the front also falls really nicely. great bu,Lounge
1,These leggings are very comfortable with a bit of control. i ordered the m and they fit perfectly  as usual i do have to tuck the hem up just a bit but i have to do that with all my leggings. i love the laser cut detail on the side which is a lavender color.,Lounge
-1,When i read car coat  i expect a little more weight. it really is just a thin  long blazer. also  the colors appear different online. i expected a red/maroon with bue and white stripe  so maybe i mis-read completely...? it is actually brown/mustard/beige combo. not what i expected  so it will be a return.,Outerwear
-1,"I agree with the other reviewer that the belted part definitely gives some great definition for those with a defined waist and that it's a much lovelier color in person  but that's about it for me. thoughts below:  _____________  pros:  - tts. i ordered the medium for my 36c  5'9"" frame and found it sufficient.  - the color is much nicer in person  as the other reviewer mentioned. it's a richer brown. think ""mocha latte"" in terms of color.  - the belt really helps tie it all together and keep it",Outerwear
-1,Thought i would splurge on a tracy reese coat. i got a size small  (120  5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.,Outerwear
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.,Outerwear
-1,I loved how this looked on the model  however  once i tried on in store  i was greatly disappointed. i usually wear a meduim and the small and extra-small were huge on me. there was so much extra material that i was swimming in this. i had such high hopes for this. there were no petite sizes to try on in the store but i am not sure it would have helped.,Outerwear
-1,I had been eyeing this coat for a few weeks after it appeared in the email  and i finally decided to purchase it to treat myself. i was very excited to get it  as it is a beautiful coat online. however  once i received it i was very disappointed. the material is much thinner than i would expect for something that cost $168  and when i went to button it the button slipped right off the thread it was sewn onto the coat with. i checked the other buttons and all of them were loose as well.     perso,Outerwear
-1,There was nothing i liked about this coat. it was definitely not designed with a chest in mind. the pins on the straps were already coming off the first time i tried it on. i usually like oranges too  but even this color turned me off.,Outerwear
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,"I tried on an xs and it was boxy/roomy in the torso and the pocket on the wrist/forearm area made my arm look too bulky when i rolled the sleeves up like the model pictured. i love the idea of a relaxed fit cropped leather jacket in a versatile taupe color but when i tried this one on in person  it took me back to my childhood. i used to help my dad wash his cars when i was a kid and he used a leather chamois (""shammy"" for short) that was awesome for soaking up water. and that's what it felt lik",Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
0,This vest doesn't have a button  so i thought i could put my own. but when it arrived  it just didn't fit that well. the opening in the front is too big  the vest itself while nice and warm is not functional at all due to openings everywhere. i don't know  why even make a vest like this with no front button and such a wide opening  how is one supposed to keep warm at all?,Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
0,I'm usually a 12  or size l in retailer and when i tried this on  buttoning it up from the bottom  i was so excited...until i reached the chest. it was way too tight in the bust and i am not that big in that area - it was painfully tight on my 38d chest. it's also unlined  which makes it not very useful for anything other than the warmest times of year. it's a shame because the skirt is swishy  and a good length - many trenches are too short  or not wide enough on the bottom for a fuller figure. i,Outerwear
0,Too much of a good thing is...still too much. there's too much flounce on this jacket for me--the waist sits slightly high  and the incredible amount of fabric beneath it (when you twill around  it's basically a full circle) makes my hips look huge. if there were about 1/3rd (not 1/2  but 1/3) the amount of fabric to the skirt  i'd be totally in love.   as it is  i'll be returning it.,Outerwear
0,Initially  i bought this because i liked the color and style of this trench coat. i thought it could look very chic and polished. the problem was it was too large and too wrinkly. i'm 5'2 (115 lbs) and ordered an xs because petite sizes were unavailable. but i realize that a petite xs would've been a better fit. also the sleeves were too long even with an xs. i've already returned the product.,Outerwear
0,I love the look of this jacket. it's incredibly soft and fits tts. i love how it's a little different and fun. however  it's already pilling after 3 wears. probably have gotten a total of 15 hours of wear out of it. i am so disappointed. for this price point  i would have expected better quality.,Outerwear
0,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",Outerwear
0,"I'm all over this trend  but this vest is quite thick/poufy  and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me  a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate.",Outerwear
1,Such a pleasant surprise. i saw this in the store and had to try it on. it looks and feels like a lightweight real suede. the color is a wonderful neutral-much prettier than what i am seeing in the pic here. fits tts. although i will wear 0-2 petites in dresses and some pants i found the regular xs to be just right.,Outerwear
1,"I got this coat because i needed something black and thought the plaid was black. it's not -- but that's my fault and i love it anyway! it's perfect for our temperate seattle fall and winter -- not too light  not too heavy. i get a ton of compliments! i'm 5'9"" and about 145  and a medium fits perfectly.",Outerwear
1,Have kept my eyes out for a jacket like this for several years now. and this one is more than i had hoped for.  in the store i was between a l and m.  so went with the large.  after getting home and trying on a couple more times i decided to order the petite large.  jacket is roomy warm and so so soft.  added bonus w the hood.,Outerwear
1,I had been looking for a jacket like this for months  but haven't found the right style  until i saw this one! luckily it was on sale. i am 5'10  weigh ca. 143lb's and i usually wear a size small in all retailer tops. tried on medium  but it was too big in the bust area.  then i tried on the small and it fits great! the sleeves are long enough too  but it is hard to move my arms up to reach something  so i just have to avoid that. :) i have gotten a lot of compliments for it.,Outerwear
1,I really love this coat! it is beautiful and very comfortable. while the attached scarf does cover the cute buttons  i'm glad it is there! it comes in handy when the temperature drops quicker than anticipated. the only thing missing on this coat is a lining as soft as the exterior.,Outerwear
1,I thought this coat was absolutely unique when i first laid my eyes on it  i saw it on a co-worker on thanksgiving 2015  her coat was in navy blue pattern  mine was grey  but looked very good on and let me say the way she wore the coat  it looked oversize on her. my co worker is a very skinny size xs-s woman with very slim slender curve-less figure unlike mine. we are about the same height but i'm a bit taller with curves (6ft  160lb). i normally wear size l 10. i like my outfits lose  but after,Outerwear
1,Omg when i saw this coat in the baby blue i knew i had to have it. i tried it on and fell madly in love! i decided it was the only thing i needed in this world. it is soft and cozy. comfort with an old fashion hollywood glam. its almost sold out already  so grab it if you can cuz its divine! does run a little big  so i got a 0 instead of a 2 and its perfect.,Outerwear
1,I really love this sweater. i normally wear an 8 and bought a 12. even it is a little snug. but it really is very cute! can't wait to wear it with black leggings and boots.,Outerwear
1,Oh just wow. this jacket is simply wonderful. ordered my regular size large and it's a bit oversized due to the swing cut and absolutely adorable on. love everything about it except the length which is very cropped. it's lightweight yet warm and very cuddly. the snap closure is wonderful. then there's the leather trim which just takes it up a notch. plenty of room for a sweater and it's lined. although it's so cropped  i think the length will be attractive worn over anything that's longer.,Outerwear
-1,Wanted to love this colorful romper. the fabric was suuuuper thin and very cheap feeling and looking. no way would i wear this.,Pants
-1,I waited three months for these pants. when they finally arrived  i was mostly pleased. they seemed like the staple pant everyone is raving about. and they should have been.  problem one: they bag out. i got one wear out of them before i needed to wash and hang to dry (regained shape then).  problem two: the crotch split! in the front! i'm a teacher. i sincerely hope no one noticed! i read other reviews about this problem and don't know if i got a bad batch or if a similar fate is awaiting other,Pants
-1,I love relaxed-fit wide leg pants with some pockets and draw string  so naturally i was super excited to see these. i got them in gray and they felt and looked perfect right out of the bag  material was soft and flowy but not too thin. unfortunately the sizing is completely off unless i got a defective pair  i got my usual size l and they felt like s or smaller  i barely could get them on and i could not zip up. i'd need at least two sizes larger for them to fit at all. very disappointed  will l,Pants
-1,Bought the gold pair and dripped something on them so spot cleaned them with water only. my white washcloth turned bright yellow. the food came out but surrounding area was super faded. so i returned them  took the second pair home  wore them a few times  they stretched out so much  washed them in cold water and they have splotches that are really light. these pants are way too much trouble.,Pants
-1,"I thought the photo of these pants was so cute. when i got them in the mail i opened the package and just began to laugh over how long they were. i held the waist up to my chest  just below my shoulders and the pants still hit the ground. i am not a short woman! i ordered a 14  i am 5' 6"". i also found the waistband a little small in relation to the size.",Pants
-1,I thought these were gorgeous and was going to buy them although the price was a bit high. in fact  two separate women came up to me as i was walking around the store and asked where i got the pants because the colors are so vivid. however  as we were looking at the items  we noticed that both the green and the blue both had several small holes in them due to stitching quality  as the previous reviewer noted. therefore  none of us purchased the pants.    the staff at the store were very helpful,Pants
-1,Based on other customer reviews  i ordered these trousers expecting a lightweight cropped pant that would be appropriate for spring and especially summer. however  the fabric is much heavier than what i'd usually wear in the summer . the cut of the trousers were superb though - i like a low-rise or hipster cut which these are.  they are fitted and not oversized like many of the other retailer items i buy  so if you are an xs these will be xs (or runs small for retailer clothing) if you like your clo,Pants
-1,I purchased these pants on 12/2/15 as a more fashionable alternative to yoga pants while traveling southeast asia starting february. after about 10-15 wears (with little washing in between as i was backpacker style traveling) the pants wore through in between my legs. the fabric first started to develop little fuzz balls everywhere and then literally disintegrated in places. i tried to sew them to continue wearing them while traveling but alas the fabric had become so thin that the thread could,Pants
-1,"I bought this outfit online on sale - so i only paid $70  but i think if i saw it in person first  i probably wouldn't have purchased it. while the design is cute  the fabric is beyond cheap. it's not just polyester - it's like a plastic polyester. i think if you dress it up with high heels  necklace  armful of bangles  you can probably distract from the fabric.     5'5""  120lb  purchased xs and it's a little big still.",Pants
0,Loved the shorts version of these so ordered the pants but not quite the right fit for my legs. no fault of the pants just too skinny in the legs.,Pants
0,Omg - i laughed so hard after i put these on. i was so excited to get them. i ordered them in my usual 4. i got a little suspicious when i pulled them out and noticed they had an elastic waist band.  they were a little too small for me and even if they were not it's hard to imagine a world in which they didn't make me look like an oompa loompa or a hobbit! they are beautifully made and i kept looking at the picture and wondering why they don't look like that on me? i definitely have a curvier sh,Pants
0,Unfortunately i had to size down twice with there pants. great feel  they're soft and the grey is a soft color.,Pants
0,This jumpsuit is gorgeous...on the right body. if you have a tiny rib cage and a flat stomach and an average to short torso  this may fit you beautifully. on me  the defined gathered area you see in the photo was very tight and hit me in an odd place. the fabric is a great weight and it is a beautiful and rich looking. i really wanted this to work out for me. as for size  i found it just a little tight in the hips  waist and rib cage.,Pants
0,"I love the style and color of this jumpsuit. i ordered a petite  and with tall shoes  it's still about 3"" too long. the side seam needs to be taken out at the bottom to hem it  so that's a pain in the rear.   also  this has a side zipper  but you step through the neckline to put it on. if any part of me was even a tiny bit larger  this would never work.   the biggest issue is that it armholes/bust gaps a lot. there should have been a dart from the armhole down towards the bust. i'm hoping to be",Pants
0,I love these pants but they run super big and still stretch after wearing. i am usually a 2/ 26 and had to get a 0. also the pocket flaps stick up on the corners and ironing doesnt help.  still comfortable but i would have never paid full price for these if i had known.,Pants
0,I had high hopes for this jumpsuit for a holiday party but it is a very odd fit. i'm normally a 10-12  preferably a petite. i ordered this in a large and i couldn't begin to zip it up. it also ran extremely short in the crotch area. very pretty print but it's going back!,Pants
0,"I do not love these pants. while the fabric is nice  they make me look rather dumpy. i highly recommend the essential taper pant instead  which has beautiful tapering legs and made me look more slender. these pants make me look like i've put on 20 pounds and they also make me look rather squat. perhaps they would look good on someone tall  but at 5' 6"" these are a miss for me!",Pants
0,It really is such a cute romper. took it on s trip to italy and it was airy and comfortable. that is in till i washed it. i'm in europe so there aren't dryers... washed it in cold water  line-dried it and it shrunk. significantly. it still fits but the top doesn't blouse over like it previously did. and the shorts feel really short. so disappointed. my advice would be to hand wash it in very cold water,Pants
1,I was on the fence about ordering my normal med  but so glad i did. it fits sooo well. i do think its more suited for warmer days since the material is very thin. its sort of a cropped length and looks great with sandals and heels. i don't like showing off bra detail and will add some kind of closure detail to hide bra or wear a very lightweight top underneath. this was a great buy especially with the sale.,Pants
1,"I love this jumpsuit! i'm usually a size small  however i was a lot more comfortable in an xs. the fit was comfortable and sexy! i received a lot of compliments and a couple of ""i need to borrow that from you""! i'm only 5' tall so it went down all the way to my ankles but i paired it with 4"" open toed heels and it worked! the neck line is pretty high but you can adjust it to your comfort. i highly recommend this jumpsuit ...even to the petite ladies!",Pants
1,"I have shirts and dresses from this brand  and they are great. i was happy to finally see a pair of pants! these are just as soft and well made as the other items. i would recommend you try them on. there is only a slight variation from one size to the next  so it will depend on what look you are going for. they are cropped at the calf  but can be ""pulled up"" for a more dressier look. i cannot say enough about the material. it is so soft and comfortable. they do wonders for your behind- i think",Pants
1,Picked this up at the store in my usual size small. it fit perfectly. i am a 34d and the buttons closed with no gap. the length was just above the ankle and the fit is slim. so comfy. my guess is this is going to sell out because everyone including the sa's wanted to buy one. loved the color too~very versatile.,Pants
1,"These are very versatile pants. you can pair them with a tank top and flip flops and be ready for a casual summer day or pair them with a dressy top and heels and be ready for a formal function. i've only worn these once to a formal city function and felt put together and comfortable. with the pants i wore a black lace button up top  satin peep toe heels  black tuxedo jacket and a chunky necklace...very cute. my husband loved it. i'm 5'3""  117 lbs and the xs fit perfectly. they only downside to",Pants
1,"Great  lightweight pants for summer!!! size down the length is slightly long and they stretch out throughout the day. i'm 5'8"" normally a 33 in pilcro and took a large in these. so cute",Pants
1,The fit  the length  the color  the fabric... cannot say anything negative at all! the sales associates at the store where i tried them on said they had just gotten them in  and she could not wait to see how they looked on. they were just as awed as i was! the pants can easily be dressed up or down.. the brown color is so  so  beautiful! i would expect these to be twice the price for such a high quality pant.  i consider it a timeless cut and can worn for seasons to come.,Pants
1,"These are super soft and relaxed. i have them in navy and lavender. i am 5'6"" and 130 lbs. and ordered them in a 28  which fits loosely  but comfortably.",Pants
1,"I love these pants! the pattern is polished and the flowy style is perfect for warm weather. i ordered a small and was worried they would be too short (i'm 5'10"")  but they are just right when i wear them just slightly lower than my true waist. my new favorite summer pants.",Pants
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,Shorts
-1,I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly  no. first of all they run small. i am between a s and xs in most brands  bought a s in these because i like my shorts on the looser side. these felt a little snug and short  but i decided to keep them. the first time i washed them  they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer  plus a delicate cycle  no dryer. the lace is man,Shorts
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,This pants the worst short that i ever had!!  i bought ;this short last week and i laundry it yesterday and it came out lost color!!  i was really shock definetly will return it to store.  fyi  i never use chrolox or bleach when i laundry.,Shorts
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.,Shorts
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
0,I had a few pairs of these high-waisted beauties last year and love them so i was thrilled to see them in this adorable pattern which is even cuter in person. unfortunately  the cut is different. the sides  covered here by the model's hands  flare out a bit which is the function of the sectioning that the piping accentuates. the top is not the definitively high-wasted height from last year. i don't own anything else high-wasted  being an apple i'm generally a low-rider owing to a small hips/butt,Shorts
0,I wanted to like this romper  it is very cute and colorful  but to top was overywhelming for my size and made me look even shorter.,Shorts
0,I love the quality and colors of this romper; however i have a long torso and the top part was just too short for my body style. it made the bottom part pull as well. overall the fit just wasn't right for me. i did love the material and it is a very nice piece.,Shorts
0,These are so cute and the colors are great  however  they stretch out about 2 sizes. they fit me perfectly and i sized down and they stretched out about a size 1/2 to 2 sizes too big. i'm bummed out because they are perfect in every other way. didn't think they would stretch out as much as they did. and they look awful once  they've stretched out. wish i didn't take the tags off or i would have returned them. size down at  least one size  i could have sized down two sizes. hoping they shrink lik,Shorts
0,I was so excited for this romper  but was disappointed after trying it on. the material felt cheap for the price  and it runs quite small. will be returning. :(,Shorts
0,These run very large.  i wear a 25 or 26 in paige jeans  and the 25 in these shorts were way too big.  i fear if i got the 24 they would be a little short.,Shorts
0,This romper was not what i expected when i originally purchased. it is much more casual looking in person  and as soon as i got it out of the bag  one of the buttons fell off. it did look good on and fit well  but i will be returning because it is too casual for the occasion i bought it for.,Shorts
0,Wore this romper 1x and after washing  the hem on one of the shorts/legs completely unraveled. if i want to ever wear it again  i will have to bring it to a tailor to get fixed. unacceptable for a $200 product. cute design and good fit but questionable quality.,Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
1,Really cute and comfortable. i have worn these a couple of times and get several compliments! worth every penny  and now they are on sale!,Shorts
1,These shorts work well for shopping  running errands  or spending hours on dirty baseball bleachers. they are not too short and are true to size.,Shorts
1,"Beautiful shorts. i'm 5'3"" 130 lbs and athletic/muscular build. the 4 fit perfect which is my true size. great print that will go with plenty of different colors. i feel like you can dress it up or go more casual.",Shorts
1,"I find this romper looks much more crisp on the picure than in real life. i find it more slouchier and shapeless even though i went with my ""smaller size"". the material is very soft  but thin  that is maybe the reason. i am not sure if i am going to keep. i wanted a bit more stunning look for my money. not saying this might be a great romper for somebody else however",Shorts
1,Really cute romper that can be dressed up or down. super comfortable and flattering. i ordered the xs and it fit perfect.,Shorts
1,I purchased for my daughter who is mid 30's and she loved the romper.  i'm going to list her size since that is appropriate for who is wearing the item.,Shorts
1,I ordered down a size based on other reviews. i am 5' tall  110 lbs and a size 26 is a great fit. i ordered both the navy and turquoise colors. my only complaint is the turquoise color is not the vibrant blue in the photo but more of a green tone.,Shorts
1,I wore out a pair of level 99 shorts a couple of years ago. ordered these in the same size and they are huge. so i am sending them in for exchange and hope i'm guessing right. linen and tencel are my two favorite summer fabrics. love the length which can be adjusted by rolling. good pockets. gorgeous somewhat dusty plum color. belt loops if needed though i rather hope they're not.,Shorts
1,I ordered these in white and sized down from my normal 28 to 27 based on reviews and they are too small. i've seen with other pants/shorts that sizing can be off with different colors  so i'm guessing it's the same case here. i'll try ordering again in my usual 28 and hope that they will be a good fit. otherwise  nice shorts for the price.,Shorts
-1,I loved this skirt. so flattering and such a beautiful fabric. unfortunately after only 2 wears  the waistband stretched out so much that it was falling off me (literally). i bought the right size and it was not too tight. the waist band material simply lost its stretch very quickly. very disappointing.,Skirts
-1,It is a shame when a product such as this is left on the website after so many comments reveal the item to be more defective in production than an opinion of size proportion. i read the reviews so had expected the item to run small so i ordered accordingly...this does not run small-this is not representative of any of the three categories one associates with women's apparel sizing. i am usually a small and the description by previous reviewers described the fit as being perfect for me-very small,Skirts
-1,"I had been waiting for this skirt to go on sale as i fell in love with the style and print on the website. however  after receiving it in the mail i was disappointed to find that the cut was all wrong for my body type. i am 5'6""  size 4  hourglass/athletic. the xs was too big and made me look like i had no shape. would be cute on a girl with no hips/booty but unflattering on hourglass figure.",Skirts
-1,This skirt is very pretty  but not only does it run small but only a small portion of the waistband is elasticized  so there's very little stretch. for those of us with a significant difference in our waist and hip measurements  there's no way to get this skirt on past the hips.,Skirts
-1,Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!,Skirts
-1,I am a size 2 and the skirt fit however it is so thick and voluminous  it looked like a pirate sack. it's unfortunately going back.,Skirts
-1,I thought this skirt would fit just over the knee with a nice flowy build. instead it fit rather baggy and was longer than i expected. i felt dowdy in it.,Skirts
-1,"I absolutely loved the patterns and colors of this skirt  if only the cut wasn't so odd. the sides of the skirt ""wing out"" for a very distracting and unflattering look. the stiff  felt-like quality of the material only makes matters worse. in that respect  the model photos are not at all accurate. it also runs large. i had to go down one full size.",Skirts
-1,Then this one is for you! so disappointed upon receipt of this skirt  as i had been eyeing it for a while and was excited to see it on sale. based upon the pictures  i thought the black stitching was just an interesting outline detail  but it is actually masking this skirt's ugly secret:  a pouch. yes  it literally has a pouch smack dab in the middle of your abdomen  which does not lay flat. the material also looks rather snag prone and already had a few pulls in spots.                 this one,Skirts
0,Already got a lot of compliments on the first day i wore this skirt. great fun shape  very flattering. however  the 2 panels were sewn using some type of hard/plastic thread which becomes very itchy when you sit down (you can literally feel it through the liner and i'm concerned that over time it might actually rip it). very poor attention to details...,Skirts
0,This is a lovely skirt that fits well  but it is much more of a yellowy cream color than white. also  it felt very static-y.,Skirts
0,"Beautifully made. beautiful drape. deep  blue. so long tho i have to role it up at the waist so nix on tucking a white blouse in. why is it so long???? in 5'6"" and got a large. with 2 inch heels i still trip and not about to wear really high herls.   ill keep it tho because its a nuce dressy skirt. may take it to be hemmed but the last item i got hemmed ended up an uneven mess",Skirts
0,Overall construction/craftmanship of skirt is poor- the dots were sewn in on the seam- some dots didn't lay flat on side by seam- looked like some dots were missing around the top part of skirt in back- ( very disappointed in the quality from retailer- my last 3 or so orders have been similar complaints with their items- sad!!!),Skirts
0,It does run a little small. my regular 2 fit but snug. the colors were drab and the material felt like straw. the lining is really silky and nice. just didn't work for me .,Skirts
0,This skirt was cute on  but not particularly flattering. i thought the denim was a little too stiff. typically  a-lines are flattering on my figure  but this was a miss.,Skirts
0,I loved almost everything about this skirt. thick and lined and love the buttons. comfortable. the only problem was that the two sides flared out at the bottom  presumably from the buttons. i was torn  but in the end it just looked too silly and it was sent back.,Skirts
0,"This skirt material and quality is top notch. i'm not a ""mustard yellow"" fan but the color combo in this is just stunning! i'm 5'4""  125#  27/4 usually and picked a 4 in this which would have been correct. the top bad is very thick so it was just too much at my waist. in the modeling pick she is covering about half the band with her tied tank top. this would look beautiful on anyone approx 5'6"" or over i think! oh  and the drape is beautiful  not super full.",Skirts
0,The skirt in person is not like the picture. baggy and runs large. i wear jean size 25 and the xs is two size too loose. there's no pocket which is surprising on a denim. the slit in front makes the skirt  look even loose   no shape near what's in the picture. and there's no petite sizes. i am going to return it.,Skirts
1,Fits pretty true to size  thick material  sits nicely.,Skirts
1,I love this brand and the 8 fits perfect. i am typically an 8 in retailer skirts and this is no exception. medium to heavy weight soft denim which is more of a darker denim shade with a wide a-line cut. the pockets are distinct and give the skirt character. it is pretty long and full looking on my 5'4 inch height. i purchased this on sale plus promo and very happy i was able to receive it as it became a sold out style in my size. the hem is a wide stitch hem and gives it a nice look. i look forwar,Skirts
1,Well made. color is great  goes from summer right into fall. looks good with sandles and will wear with boots later on. goes well with classic tee  denim shirt or plaid blouse. has a retro/ classic look.,Skirts
1,I love this skirt  wanted to order it from the moment it was new and took em a while to decide to do so (when i saw it was almost sold out in my size  which it is now). another thing is it doesn't come in petite - boohoo.  anyway  ordered the 0 (smallest size) for my 26.5 in waist - didn't have any trouble with the waist being too tight  like some other reviewers. it fit really well and comfortably. sits at the natural waist  so the hem isn't too crazy low on me. fine for heels (would be so cute,Skirts
1,This is a good basic casual skirt  and the grayish color is a great neutral. i saw it in store just kind of hanging by itself and decided to try it on. i usually wear a 6 in skirts  but always have to size up in hd so i grabbed an 8  which fit well. i will say it's definitely a little snug though  even sizing up. the fabric is soft and flowy  and will work well for both late summer and early fall. i'd recommend it.,Skirts
1,Absolutely gorgeous shirt. the quality is outstanding! only problem is that it is too small. i am usually a perfect size 6 and this will not zip. returning for a size 8. you won't regret buying it!,Skirts
1,"This skirt is so much better in person than in the pictures. fit is true to size  perfect drape  lined & not clingy  just perfect in every way. it's at such a decent price point too that i think it will sell out--grab it now in your size while you can!     only ""con"" i can think of is that it might be a bit long for petite sizes  but maybe they make it in petite...?",Skirts
1,I love it. the fabric is a heavier denim and it has a nice stretch. being tall i appreciate the length. the sizes run a bit large; i'm usually a 10/12 but the 8 is perfect.,Skirts
1,I love the print and style of the skirt. it is very cute and feminine and can easily be worn into autumn. the downside is that the elastic waist is a little too loose and needs to be tighten. also  the is a lot of extra fabric in the skirt and makes it look so much larger than it is and it runs about 3 inches longer. for reference  i'm 5'5  34 24 35 and the xs is loose in the waist. still  i really love the skirt and plan on keeping it and having it altered.,Skirts
-1,This is way cuter on the model. it runs so big that it is very unflattering. perhaps on someone tall it would look better  but sadly it looked dumpy on my 5'2 frame. it also arrived with some black stain on it. it is going back.,Sleep
-1,This one pulled across my shoulders and neck in a creepy way. did not like the way that it fit. returned,Sleep
